Index: 10, True: plane, LeNet: deer, ResLeNet: plane
Index: 5030, True: deer, LeNet: ship, ResLeNet: deer
Index: 5031, True: deer, LeNet: plane, ResLeNet: deer
Index: 5033, True: cat, LeNet: dog, ResLeNet: cat
Index: 5040, True: cat, LeNet: frog, ResLeNet: cat
Index: 5042, True: bird, LeNet: dog, ResLeNet: bird
Index: 5047, True: dog, LeNet: cat, ResLeNet: dog
Index: 5048, True: car, LeNet: truck, ResLeNet: car
Index: 5050, True: cat, LeNet: dog, ResLeNet: cat
Index: 5052, True: frog, LeNet: bird, ResLeNet: frog
Index: 5053, True: horse, LeNet: dog, ResLeNet: horse
Index: 5057, True: bird, LeNet: deer, ResLeNet: bird
Index: 5068, True: deer, LeNet: dog, ResLeNet: deer
Index: 5070, True: horse, LeNet: dog, ResLeNet: horse
Index: 5071, True: car, LeNet: ship, ResLeNet: car
Index: 5072, True: frog, LeNet: deer, ResLeNet: frog
Index: 5077, True: plane, LeNet: bird, ResLeNet: plane
Index: 5085, True: bird, LeNet: deer, ResLeNet: bird
Index: 5086, True: cat, LeNet: deer, ResLeNet: cat
Index: 5088, True: ship, LeNet: dog, ResLeNet: ship
Index: 5090, True: car, LeNet: truck, ResLeNet: car
Index: 5096, True: horse, LeNet: plane, ResLeNet: horse
Index: 5099, True: bird, LeNet: cat, ResLeNet: bird
Index: 5100, True: cat, LeNet: truck, ResLeNet: cat
Index: 5102, True: dog, LeNet: deer, ResLeNet: dog
Index: 5105, True: horse, LeNet: truck, ResLeNet: horse
Index: 5112, True: dog, LeNet: cat, ResLeNet: dog
Index: 5113, True: frog, LeNet: deer, ResLeNet: frog
Index: 5115, True: dog, LeNet: truck, ResLeNet: dog
Index: 5123, True: horse, LeNet: bird, ResLeNet: horse
Index: 5126, True: plane, LeNet: truck, ResLeNet: plane
Index: 5127, True: car, LeNet: truck, ResLeNet: car
Index: 5128, True: cat, LeNet: deer, ResLeNet: cat
Index: 5129, True: bird, LeNet: frog, ResLeNet: bird
Index: 5145, True: deer, LeNet: bird, ResLeNet: deer
Index: 5146, True: plane, LeNet: ship, ResLeNet: plane
Index: 5148, True: cat, LeNet: dog, ResLeNet: cat
Index: 5155, True: cat, LeNet: dog, ResLeNet: cat
Index: 5161, True: cat, LeNet: dog, ResLeNet: cat
Index: 5162, True: horse, LeNet: cat, ResLeNet: horse
Index: 5165, True: bird, LeNet: cat, ResLeNet: bird
Index: 5168, True: horse, LeNet: deer, ResLeNet: horse
Index: 5183, True: deer, LeNet: bird, ResLeNet: deer
Index: 5184, True: deer, LeNet: cat, ResLeNet: deer
Index: 5185, True: cat, LeNet: dog, ResLeNet: cat
Index: 5188, True: ship, LeNet: deer, ResLeNet: ship
Index: 5191, True: cat, LeNet: truck, ResLeNet: cat
Index: 5194, True: horse, LeNet: deer, ResLeNet: horse
Index: 5196, True: bird, LeNet: plane, ResLeNet: bird
Index: 5197, True: ship, LeNet: cat, ResLeNet: ship
Index: 5200, True: cat, LeNet: dog, ResLeNet: cat
Index: 5203, True: frog, LeNet: cat, ResLeNet: frog
Index: 5231, True: deer, LeNet: dog, ResLeNet: deer
Index: 5232, True: cat, LeNet: dog, ResLeNet: cat
Index: 5233, True: car, LeNet: truck, ResLeNet: car
Index: 5238, True: bird, LeNet: plane, ResLeNet: bird
Index: 5246, True: horse, LeNet: dog, ResLeNet: horse
Index: 5261, True: bird, LeNet: truck, ResLeNet: bird
Index: 5273, True: horse, LeNet: truck, ResLeNet: horse
Index: 5274, True: bird, LeNet: deer, ResLeNet: bird
Index: 5275, True: bird, LeNet: plane, ResLeNet: bird
Index: 5279, True: plane, LeNet: ship, ResLeNet: plane
Index: 5280, True: plane, LeNet: truck, ResLeNet: plane
Index: 5281, True: cat, LeNet: frog, ResLeNet: cat
Index: 5283, True: deer, LeNet: horse, ResLeNet: deer
Index: 5289, True: deer, LeNet: dog, ResLeNet: deer
Index: 5292, True: deer, LeNet: dog, ResLeNet: deer
Index: 5297, True: frog, LeNet: deer, ResLeNet: frog
Index: 5311, True: truck, LeNet: car, ResLeNet: truck
Index: 5314, True: horse, LeNet: truck, ResLeNet: horse
Index: 5319, True: horse, LeNet: truck, ResLeNet: horse
Index: 5320, True: horse, LeNet: cat, ResLeNet: horse
Index: 5326, True: horse, LeNet: dog, ResLeNet: horse
Index: 5329, True: deer, LeNet: plane, ResLeNet: deer
Index: 5338, True: ship, LeNet: plane, ResLeNet: ship
Index: 5339, True: plane, LeNet: truck, ResLeNet: plane
Index: 5343, True: cat, LeNet: dog, ResLeNet: cat
Index: 5344, True: bird, LeNet: deer, ResLeNet: bird
Index: 5346, True: horse, LeNet: ship, ResLeNet: horse
Index: 5356, True: horse, LeNet: deer, ResLeNet: horse
Index: 5358, True: car, LeNet: truck, ResLeNet: car
Index: 5361, True: cat, LeNet: truck, ResLeNet: cat
Index: 5364, True: horse, LeNet: truck, ResLeNet: horse
Index: 5370, True: frog, LeNet: cat, ResLeNet: frog
Index: 5379, True: deer, LeNet: plane, ResLeNet: deer
Index: 5381, True: cat, LeNet: dog, ResLeNet: cat
Index: 5385, True: bird, LeNet: deer, ResLeNet: bird
Index: 5392, True: plane, LeNet: car, ResLeNet: plane
Index: 5393, True: deer, LeNet: bird, ResLeNet: deer
Index: 5399, True: frog, LeNet: cat, ResLeNet: frog
Index: 5405, True: bird, LeNet: plane, ResLeNet: bird
Index: 5407, True: deer, LeNet: horse, ResLeNet: deer
Index: 5411, True: bird, LeNet: deer, ResLeNet: bird
Index: 5413, True: cat, LeNet: dog, ResLeNet: cat
Index: 5416, True: truck, LeNet: car, ResLeNet: truck
Index: 5435, True: horse, LeNet: deer, ResLeNet: horse
Index: 5438, True: horse, LeNet: deer, ResLeNet: horse
Index: 5441, True: dog, LeNet: cat, ResLeNet: dog
Index: 5444, True: horse, LeNet: truck, ResLeNet: horse
Index: 5446, True: frog, LeNet: cat, ResLeNet: frog
Index: 5450, True: dog, LeNet: cat, ResLeNet: dog
Index: 5453, True: bird, LeNet: ship, ResLeNet: bird
Index: 5459, True: dog, LeNet: cat, ResLeNet: dog
Index: 5460, True: plane, LeNet: dog, ResLeNet: plane
Index: 5461, True: plane, LeNet: cat, ResLeNet: plane
Index: 5462, True: plane, LeNet: dog, ResLeNet: plane
Index: 5467, True: dog, LeNet: cat, ResLeNet: dog
Index: 5477, True: bird, LeNet: plane, ResLeNet: bird
Index: 5478, True: cat, LeNet: dog, ResLeNet: cat
Index: 5486, True: cat, LeNet: bird, ResLeNet: cat
Index: 5487, True: frog, LeNet: dog, ResLeNet: frog
Index: 5488, True: truck, LeNet: deer, ResLeNet: truck
Index: 5490, True: cat, LeNet: dog, ResLeNet: cat
Index: 5492, True: bird, LeNet: plane, ResLeNet: bird
Index: 5493, True: cat, LeNet: dog, ResLeNet: cat
Index: 5495, True: deer, LeNet: horse, ResLeNet: deer
Index: 5497, True: cat, LeNet: bird, ResLeNet: cat
Index: 5504, True: dog, LeNet: bird, ResLeNet: dog
Index: 5525, True: cat, LeNet: plane, ResLeNet: cat
Index: 5529, True: cat, LeNet: ship, ResLeNet: cat
Index: 5530, True: cat, LeNet: ship, ResLeNet: cat
Index: 5534, True: frog, LeNet: deer, ResLeNet: frog
Index: 5538, True: horse, LeNet: truck, ResLeNet: horse
Index: 5544, True: plane, LeNet: car, ResLeNet: plane
Index: 5552, True: dog, LeNet: cat, ResLeNet: dog
Index: 5554, True: truck, LeNet: ship, ResLeNet: truck
Index: 5555, True: deer, LeNet: cat, ResLeNet: deer
Index: 5557, True: deer, LeNet: dog, ResLeNet: deer
Index: 5562, True: deer, LeNet: horse, ResLeNet: deer
Index: 5571, True: plane, LeNet: truck, ResLeNet: plane
Index: 5581, True: frog, LeNet: dog, ResLeNet: frog
Index: 5585, True: plane, LeNet: horse, ResLeNet: plane
Index: 5586, True: ship, LeNet: plane, ResLeNet: ship
Index: 5597, True: cat, LeNet: ship, ResLeNet: cat
Index: 5601, True: horse, LeNet: plane, ResLeNet: horse
Index: 5603, True: dog, LeNet: deer, ResLeNet: dog
Index: 5605, True: cat, LeNet: dog, ResLeNet: cat
Index: 5611, True: dog, LeNet: bird, ResLeNet: dog
Index: 5620, True: cat, LeNet: bird, ResLeNet: cat
Index: 5621, True: ship, LeNet: truck, ResLeNet: ship
Index: 5626, True: plane, LeNet: cat, ResLeNet: plane
Index: 5630, True: cat, LeNet: deer, ResLeNet: cat
Index: 5631, True: frog, LeNet: cat, ResLeNet: frog
Index: 5634, True: deer, LeNet: bird, ResLeNet: deer
Index: 5639, True: cat, LeNet: car, ResLeNet: cat
Index: 5645, True: dog, LeNet: bird, ResLeNet: dog
Index: 5647, True: dog, LeNet: cat, ResLeNet: dog
Index: 5650, True: dog, LeNet: cat, ResLeNet: dog
Index: 5651, True: deer, LeNet: bird, ResLeNet: deer
Index: 5654, True: deer, LeNet: bird, ResLeNet: deer
Index: 5659, True: bird, LeNet: cat, ResLeNet: bird
Index: 5661, True: deer, LeNet: horse, ResLeNet: deer
Index: 5669, True: plane, LeNet: car, ResLeNet: plane
Index: 5680, True: bird, LeNet: dog, ResLeNet: bird
Index: 5683, True: frog, LeNet: bird, ResLeNet: frog
Index: 5690, True: horse, LeNet: deer, ResLeNet: horse
Index: 5701, True: cat, LeNet: dog, ResLeNet: cat
Index: 5703, True: plane, LeNet: car, ResLeNet: plane
Index: 5710, True: frog, LeNet: bird, ResLeNet: frog
Index: 5719, True: bird, LeNet: truck, ResLeNet: bird
Index: 5727, True: frog, LeNet: deer, ResLeNet: frog
Index: 5739, True: bird, LeNet: frog, ResLeNet: bird
Index: 5742, True: deer, LeNet: cat, ResLeNet: deer
Index: 5747, True: ship, LeNet: plane, ResLeNet: ship
Index: 5752, True: cat, LeNet: truck, ResLeNet: cat
Index: 5754, True: cat, LeNet: dog, ResLeNet: cat
Index: 5755, True: deer, LeNet: cat, ResLeNet: deer
Index: 5766, True: ship, LeNet: plane, ResLeNet: ship
Index: 5781, True: plane, LeNet: car, ResLeNet: plane
Index: 5790, True: truck, LeNet: plane, ResLeNet: truck
Index: 5796, True: dog, LeNet: cat, ResLeNet: dog
Index: 5797, True: dog, LeNet: bird, ResLeNet: dog
Index: 5809, True: plane, LeNet: bird, ResLeNet: plane
Index: 5812, True: deer, LeNet: cat, ResLeNet: deer
Index: 5822, True: cat, LeNet: bird, ResLeNet: cat
Index: 5824, True: horse, LeNet: truck, ResLeNet: horse
Index: 5825, True: cat, LeNet: frog, ResLeNet: cat
Index: 5831, True: frog, LeNet: plane, ResLeNet: frog
Index: 5833, True: cat, LeNet: dog, ResLeNet: cat
Index: 5836, True: ship, LeNet: car, ResLeNet: ship
Index: 5838, True: deer, LeNet: car, ResLeNet: deer
Index: 5841, True: frog, LeNet: deer, ResLeNet: frog
Index: 5842, True: horse, LeNet: dog, ResLeNet: horse
Index: 5849, True: dog, LeNet: car, ResLeNet: dog
Index: 5850, True: frog, LeNet: dog, ResLeNet: frog
Index: 5854, True: deer, LeNet: truck, ResLeNet: deer
Index: 5855, True: horse, LeNet: bird, ResLeNet: horse
Index: 5859, True: bird, LeNet: dog, ResLeNet: bird
Index: 5862, True: bird, LeNet: dog, ResLeNet: bird
Index: 5870, True: horse, LeNet: cat, ResLeNet: horse
Index: 5872, True: horse, LeNet: deer, ResLeNet: horse
Index: 5873, True: deer, LeNet: dog, ResLeNet: deer
Index: 5874, True: cat, LeNet: frog, ResLeNet: cat
Index: 5878, True: deer, LeNet: dog, ResLeNet: deer
Index: 5886, True: bird, LeNet: deer, ResLeNet: bird
Index: 5892, True: ship, LeNet: plane, ResLeNet: ship
Index: 5893, True: truck, LeNet: plane, ResLeNet: truck
Index: 5898, True: ship, LeNet: frog, ResLeNet: ship
Index: 5909, True: car, LeNet: truck, ResLeNet: car
Index: 5912, True: deer, LeNet: plane, ResLeNet: deer
Index: 5917, True: cat, LeNet: bird, ResLeNet: cat
Index: 5919, True: deer, LeNet: plane, ResLeNet: deer
Index: 5921, True: horse, LeNet: deer, ResLeNet: horse
Index: 5923, True: plane, LeNet: car, ResLeNet: plane
Index: 5925, True: cat, LeNet: dog, ResLeNet: cat
Index: 5926, True: deer, LeNet: plane, ResLeNet: deer
Index: 5934, True: cat, LeNet: truck, ResLeNet: cat
Index: 5939, True: truck, LeNet: car, ResLeNet: truck
Index: 5943, True: cat, LeNet: dog, ResLeNet: cat
Index: 5955, True: dog, LeNet: bird, ResLeNet: dog
Index: 5959, True: deer, LeNet: ship, ResLeNet: deer
Index: 5961, True: frog, LeNet: bird, ResLeNet: frog
Index: 5962, True: frog, LeNet: truck, ResLeNet: frog
Index: 5979, True: dog, LeNet: truck, ResLeNet: dog
Index: 5984, True: dog, LeNet: bird, ResLeNet: dog
Index: 5986, True: cat, LeNet: dog, ResLeNet: cat
Index: 5991, True: cat, LeNet: dog, ResLeNet: cat
Index: 5995, True: plane, LeNet: ship, ResLeNet: plane
Index: 5996, True: deer, LeNet: bird, ResLeNet: deer
Index: 5999, True: bird, LeNet: deer, ResLeNet: bird
Index: 6000, True: ship, LeNet: truck, ResLeNet: ship
Index: 6006, True: plane, LeNet: bird, ResLeNet: plane
Index: 6010, True: car, LeNet: truck, ResLeNet: car
Index: 6011, True: horse, LeNet: bird, ResLeNet: horse
Index: 6012, True: deer, LeNet: dog, ResLeNet: deer
Index: 6015, True: plane, LeNet: ship, ResLeNet: plane
Index: 6016, True: deer, LeNet: frog, ResLeNet: deer
Index: 6017, True: truck, LeNet: car, ResLeNet: truck
Index: 6028, True: ship, LeNet: plane, ResLeNet: ship
Index: 6041, True: horse, LeNet: car, ResLeNet: horse
Index: 6043, True: dog, LeNet: cat, ResLeNet: dog
Index: 6044, True: horse, LeNet: deer, ResLeNet: horse
Index: 6054, True: cat, LeNet: dog, ResLeNet: cat
Index: 6056, True: deer, LeNet: dog, ResLeNet: deer
Index: 6062, True: cat, LeNet: deer, ResLeNet: cat
Index: 6065, True: dog, LeNet: deer, ResLeNet: dog
Index: 6071, True: horse, LeNet: deer, ResLeNet: horse
Index: 6075, True: cat, LeNet: frog, ResLeNet: cat
Index: 6077, True: plane, LeNet: bird, ResLeNet: plane
Index: 6081, True: plane, LeNet: bird, ResLeNet: plane
Index: 6089, True: horse, LeNet: deer, ResLeNet: horse
Index: 6102, True: cat, LeNet: horse, ResLeNet: cat
Index: 6111, True: cat, LeNet: plane, ResLeNet: cat
Index: 6124, True: ship, LeNet: plane, ResLeNet: ship
Index: 6125, True: ship, LeNet: car, ResLeNet: ship
Index: 6133, True: plane, LeNet: car, ResLeNet: plane
Index: 6134, True: cat, LeNet: car, ResLeNet: cat
Index: 6135, True: cat, LeNet: dog, ResLeNet: cat
Index: 6138, True: cat, LeNet: truck, ResLeNet: cat
Index: 6141, True: ship, LeNet: plane, ResLeNet: ship
Index: 6142, True: dog, LeNet: cat, ResLeNet: dog
Index: 6153, True: deer, LeNet: horse, ResLeNet: deer
Index: 6157, True: plane, LeNet: bird, ResLeNet: plane
Index: 6158, True: horse, LeNet: cat, ResLeNet: horse
Index: 6162, True: plane, LeNet: horse, ResLeNet: plane
Index: 6164, True: horse, LeNet: cat, ResLeNet: horse
Index: 6165, True: dog, LeNet: frog, ResLeNet: dog
Index: 6168, True: cat, LeNet: dog, ResLeNet: cat
Index: 6169, True: dog, LeNet: deer, ResLeNet: dog
Index: 6170, True: bird, LeNet: frog, ResLeNet: bird
Index: 6174, True: cat, LeNet: dog, ResLeNet: cat
Index: 6180, True: plane, LeNet: ship, ResLeNet: plane
Index: 6181, True: ship, LeNet: car, ResLeNet: ship
Index: 6187, True: plane, LeNet: car, ResLeNet: plane
Index: 6194, True: car, LeNet: plane, ResLeNet: car
Index: 6200, True: cat, LeNet: bird, ResLeNet: cat
Index: 6201, True: cat, LeNet: bird, ResLeNet: cat
Index: 6203, True: cat, LeNet: deer, ResLeNet: cat
Index: 6204, True: deer, LeNet: horse, ResLeNet: deer
Index: 6213, True: cat, LeNet: bird, ResLeNet: cat
Index: 6225, True: cat, LeNet: frog, ResLeNet: cat
Index: 6232, True: bird, LeNet: frog, ResLeNet: bird
Index: 6237, True: cat, LeNet: horse, ResLeNet: cat
Index: 6240, True: bird, LeNet: plane, ResLeNet: bird
Index: 6242, True: deer, LeNet: plane, ResLeNet: deer
Index: 6250, True: deer, LeNet: bird, ResLeNet: deer
Index: 6251, True: car, LeNet: truck, ResLeNet: car
Index: 6253, True: dog, LeNet: deer, ResLeNet: dog
Index: 6255, True: frog, LeNet: dog, ResLeNet: frog
Index: 6267, True: truck, LeNet: car, ResLeNet: truck
Index: 6272, True: bird, LeNet: cat, ResLeNet: bird
Index: 6273, True: car, LeNet: plane, ResLeNet: car
Index: 6280, True: ship, LeNet: dog, ResLeNet: ship
Index: 6285, True: ship, LeNet: plane, ResLeNet: ship
Index: 6286, True: ship, LeNet: truck, ResLeNet: ship
Index: 6294, True: plane, LeNet: ship, ResLeNet: plane
Index: 6305, True: frog, LeNet: deer, ResLeNet: frog
Index: 6315, True: frog, LeNet: dog, ResLeNet: frog
Index: 6321, True: ship, LeNet: plane, ResLeNet: ship
Index: 6322, True: deer, LeNet: horse, ResLeNet: deer
Index: 6332, True: dog, LeNet: cat, ResLeNet: dog
Index: 6338, True: horse, LeNet: dog, ResLeNet: horse
Index: 6345, True: cat, LeNet: dog, ResLeNet: cat
Index: 6353, True: bird, LeNet: plane, ResLeNet: bird
Index: 6359, True: bird, LeNet: cat, ResLeNet: bird
Index: 6361, True: plane, LeNet: bird, ResLeNet: plane
Index: 6364, True: cat, LeNet: plane, ResLeNet: cat
Index: 6370, True: frog, LeNet: cat, ResLeNet: frog
Index: 6375, True: cat, LeNet: dog, ResLeNet: cat
Index: 6382, True: deer, LeNet: dog, ResLeNet: deer
Index: 6387, True: bird, LeNet: deer, ResLeNet: bird
Index: 6388, True: horse, LeNet: cat, ResLeNet: horse
Index: 6394, True: plane, LeNet: truck, ResLeNet: plane
Index: 6398, True: frog, LeNet: cat, ResLeNet: frog
Index: 6411, True: ship, LeNet: truck, ResLeNet: ship
Index: 6413, True: frog, LeNet: bird, ResLeNet: frog
Index: 6421, True: frog, LeNet: deer, ResLeNet: frog
Index: 6422, True: deer, LeNet: cat, ResLeNet: deer
Index: 6424, True: ship, LeNet: plane, ResLeNet: ship
Index: 6425, True: bird, LeNet: car, ResLeNet: bird
Index: 6429, True: ship, LeNet: frog, ResLeNet: ship
Index: 6436, True: plane, LeNet: ship, ResLeNet: plane
Index: 6439, True: cat, LeNet: deer, ResLeNet: cat
Index: 6440, True: cat, LeNet: deer, ResLeNet: cat
Index: 6441, True: dog, LeNet: cat, ResLeNet: dog
Index: 6446, True: deer, LeNet: bird, ResLeNet: deer
Index: 6447, True: deer, LeNet: horse, ResLeNet: deer
Index: 6452, True: deer, LeNet: dog, ResLeNet: deer
Index: 6456, True: bird, LeNet: frog, ResLeNet: bird
Index: 6469, True: truck, LeNet: plane, ResLeNet: truck
Index: 6495, True: horse, LeNet: bird, ResLeNet: horse
Index: 6497, True: deer, LeNet: bird, ResLeNet: deer
Index: 6500, True: horse, LeNet: truck, ResLeNet: horse
Index: 6501, True: bird, LeNet: dog, ResLeNet: bird
Index: 6504, True: horse, LeNet: deer, ResLeNet: horse
Index: 6510, True: deer, LeNet: cat, ResLeNet: deer
Index: 6522, True: truck, LeNet: car, ResLeNet: truck
Index: 6530, True: cat, LeNet: dog, ResLeNet: cat
Index: 6543, True: frog, LeNet: dog, ResLeNet: frog
Index: 6544, True: plane, LeNet: ship, ResLeNet: plane
Index: 6556, True: ship, LeNet: frog, ResLeNet: ship
Index: 6573, True: horse, LeNet: dog, ResLeNet: horse
Index: 6576, True: horse, LeNet: dog, ResLeNet: horse
Index: 6587, True: cat, LeNet: dog, ResLeNet: cat
Index: 6590, True: dog, LeNet: horse, ResLeNet: dog
Index: 6591, True: dog, LeNet: cat, ResLeNet: dog
Index: 6594, True: ship, LeNet: truck, ResLeNet: ship
Index: 6596, True: cat, LeNet: bird, ResLeNet: cat
Index: 6598, True: frog, LeNet: dog, ResLeNet: frog
Index: 6605, True: frog, LeNet: cat, ResLeNet: frog
Index: 6608, True: dog, LeNet: bird, ResLeNet: dog
Index: 6612, True: horse, LeNet: dog, ResLeNet: horse
Index: 6625, True: deer, LeNet: bird, ResLeNet: deer
Index: 6631, True: horse, LeNet: cat, ResLeNet: horse
Index: 6633, True: plane, LeNet: frog, ResLeNet: plane
Index: 6637, True: truck, LeNet: car, ResLeNet: truck
Index: 6639, True: car, LeNet: truck, ResLeNet: car
Index: 6640, True: dog, LeNet: cat, ResLeNet: dog
Index: 6641, True: plane, LeNet: ship, ResLeNet: plane
Index: 6647, True: cat, LeNet: bird, ResLeNet: cat
Index: 6655, True: car, LeNet: truck, ResLeNet: car
Index: 6665, True: deer, LeNet: dog, ResLeNet: deer
Index: 6666, True: bird, LeNet: deer, ResLeNet: bird
Index: 6670, True: cat, LeNet: dog, ResLeNet: cat
Index: 6673, True: deer, LeNet: bird, ResLeNet: deer
Index: 6677, True: dog, LeNet: cat, ResLeNet: dog
Index: 6679, True: bird, LeNet: deer, ResLeNet: bird
Index: 6684, True: ship, LeNet: plane, ResLeNet: ship
Index: 6694, True: cat, LeNet: horse, ResLeNet: cat
Index: 6705, True: cat, LeNet: bird, ResLeNet: cat
Index: 6706, True: frog, LeNet: cat, ResLeNet: frog
Index: 6715, True: bird, LeNet: cat, ResLeNet: bird
Index: 6723, True: dog, LeNet: horse, ResLeNet: dog
Index: 6726, True: cat, LeNet: bird, ResLeNet: cat
Index: 6730, True: ship, LeNet: truck, ResLeNet: ship
Index: 6734, True: ship, LeNet: plane, ResLeNet: ship
Index: 6739, True: plane, LeNet: truck, ResLeNet: plane
Index: 6744, True: cat, LeNet: bird, ResLeNet: cat
Index: 6745, True: horse, LeNet: cat, ResLeNet: horse
Index: 6755, True: truck, LeNet: plane, ResLeNet: truck
Index: 6761, True: dog, LeNet: horse, ResLeNet: dog
Index: 6762, True: horse, LeNet: deer, ResLeNet: horse
Index: 6763, True: bird, LeNet: cat, ResLeNet: bird
Index: 6765, True: ship, LeNet: truck, ResLeNet: ship
Index: 6772, True: plane, LeNet: ship, ResLeNet: plane
Index: 6777, True: bird, LeNet: deer, ResLeNet: bird
Index: 6779, True: ship, LeNet: truck, ResLeNet: ship
Index: 6786, True: cat, LeNet: horse, ResLeNet: cat
Index: 6799, True: plane, LeNet: bird, ResLeNet: plane
Index: 6800, True: frog, LeNet: bird, ResLeNet: frog
Index: 6813, True: frog, LeNet: deer, ResLeNet: frog
Index: 6814, True: truck, LeNet: car, ResLeNet: truck
Index: 6825, True: cat, LeNet: dog, ResLeNet: cat
Index: 6827, True: cat, LeNet: frog, ResLeNet: cat
Index: 6828, True: cat, LeNet: frog, ResLeNet: cat
Index: 6829, True: ship, LeNet: plane, ResLeNet: ship
Index: 6839, True: ship, LeNet: deer, ResLeNet: ship
Index: 6845, True: bird, LeNet: plane, ResLeNet: bird
Index: 6848, True: truck, LeNet: plane, ResLeNet: truck
Index: 6851, True: plane, LeNet: ship, ResLeNet: plane
Index: 6852, True: truck, LeNet: plane, ResLeNet: truck
Index: 6853, True: deer, LeNet: dog, ResLeNet: deer
Index: 6855, True: deer, LeNet: frog, ResLeNet: deer
Index: 6873, True: cat, LeNet: dog, ResLeNet: cat
Index: 6876, True: horse, LeNet: truck, ResLeNet: horse
Index: 6877, True: plane, LeNet: car, ResLeNet: plane
Index: 6881, True: bird, LeNet: cat, ResLeNet: bird
Index: 6888, True: deer, LeNet: bird, ResLeNet: deer
Index: 6898, True: cat, LeNet: dog, ResLeNet: cat
Index: 6904, True: dog, LeNet: truck, ResLeNet: dog
Index: 6912, True: cat, LeNet: truck, ResLeNet: cat
Index: 6913, True: cat, LeNet: frog, ResLeNet: cat
Index: 6914, True: ship, LeNet: plane, ResLeNet: ship
Index: 6916, True: deer, LeNet: cat, ResLeNet: deer
Index: 6917, True: frog, LeNet: truck, ResLeNet: frog
Index: 6920, True: dog, LeNet: deer, ResLeNet: dog
Index: 6924, True: dog, LeNet: frog, ResLeNet: dog
Index: 6930, True: bird, LeNet: plane, ResLeNet: bird
Index: 6933, True: plane, LeNet: horse, ResLeNet: plane
Index: 6938, True: cat, LeNet: frog, ResLeNet: cat
Index: 6949, True: plane, LeNet: truck, ResLeNet: plane
Index: 6950, True: ship, LeNet: plane, ResLeNet: ship
Index: 6952, True: ship, LeNet: plane, ResLeNet: ship
Index: 6954, True: horse, LeNet: plane, ResLeNet: horse
Index: 6958, True: horse, LeNet: cat, ResLeNet: horse
Index: 6965, True: frog, LeNet: cat, ResLeNet: frog
Index: 6968, True: ship, LeNet: plane, ResLeNet: ship
Index: 6975, True: ship, LeNet: car, ResLeNet: ship
Index: 6976, True: cat, LeNet: bird, ResLeNet: cat
Index: 6977, True: horse, LeNet: deer, ResLeNet: horse
Index: 6985, True: plane, LeNet: ship, ResLeNet: plane
Index: 6986, True: dog, LeNet: deer, ResLeNet: dog
Index: 6989, True: horse, LeNet: cat, ResLeNet: horse
Index: 7003, True: horse, LeNet: cat, ResLeNet: horse
Index: 7004, True: cat, LeNet: plane, ResLeNet: cat
Index: 7005, True: car, LeNet: ship, ResLeNet: car
Index: 7015, True: cat, LeNet: dog, ResLeNet: cat
Index: 7030, True: ship, LeNet: deer, ResLeNet: ship
Index: 7033, True: ship, LeNet: plane, ResLeNet: ship
Index: 7036, True: cat, LeNet: dog, ResLeNet: cat
Index: 7039, True: deer, LeNet: frog, ResLeNet: deer
Index: 7040, True: horse, LeNet: plane, ResLeNet: horse
Index: 7044, True: deer, LeNet: truck, ResLeNet: deer
Index: 7050, True: ship, LeNet: plane, ResLeNet: ship
Index: 7051, True: cat, LeNet: dog, ResLeNet: cat
Index: 7054, True: bird, LeNet: plane, ResLeNet: bird
Index: 7057, True: frog, LeNet: bird, ResLeNet: frog
Index: 7061, True: deer, LeNet: bird, ResLeNet: deer
Index: 7062, True: deer, LeNet: dog, ResLeNet: deer
Index: 7070, True: horse, LeNet: deer, ResLeNet: horse
Index: 7074, True: cat, LeNet: dog, ResLeNet: cat
Index: 7078, True: horse, LeNet: deer, ResLeNet: horse
Index: 7085, True: dog, LeNet: deer, ResLeNet: dog
Index: 7087, True: horse, LeNet: dog, ResLeNet: horse
Index: 7091, True: frog, LeNet: bird, ResLeNet: frog
Index: 7095, True: deer, LeNet: cat, ResLeNet: deer
Index: 7100, True: truck, LeNet: ship, ResLeNet: truck
Index: 7104, True: bird, LeNet: dog, ResLeNet: bird
Index: 7106, True: ship, LeNet: plane, ResLeNet: ship
Index: 7119, True: dog, LeNet: truck, ResLeNet: dog
Index: 7124, True: dog, LeNet: bird, ResLeNet: dog
Index: 7125, True: dog, LeNet: cat, ResLeNet: dog
Index: 7128, True: horse, LeNet: dog, ResLeNet: horse
Index: 7133, True: car, LeNet: bird, ResLeNet: car
Index: 7148, True: plane, LeNet: ship, ResLeNet: plane
Index: 7149, True: dog, LeNet: frog, ResLeNet: dog
Index: 7152, True: frog, LeNet: dog, ResLeNet: frog
Index: 7153, True: horse, LeNet: plane, ResLeNet: horse
Index: 7174, True: cat, LeNet: frog, ResLeNet: cat
Index: 7181, True: frog, LeNet: truck, ResLeNet: frog
Index: 7186, True: bird, LeNet: horse, ResLeNet: bird
Index: 7201, True: deer, LeNet: cat, ResLeNet: deer
Index: 7210, True: cat, LeNet: frog, ResLeNet: cat
Index: 7213, True: frog, LeNet: bird, ResLeNet: frog
Index: 7218, True: truck, LeNet: plane, ResLeNet: truck
Index: 7227, True: horse, LeNet: cat, ResLeNet: horse
Index: 7228, True: cat, LeNet: deer, ResLeNet: cat
Index: 7229, True: bird, LeNet: dog, ResLeNet: bird
